spot_id,energy_MeV,x_mm,y_mm,weight,source_x_mm,source_y_mm,source_z_mm,direction_x,direction_y,direction_z,energy_spread_percent,sigma_x_mm,sigma_y_mm,sigma_x_prime,sigma_y_prime,correlation_x,correlation_y
2880,3000,0,0,1,-0.13360681941257968,0,0.0001,0,0,1,0,0,0,0,0,0,0
2881,3000,0,0,1,-0.04954306594841973,0,0.0001,0,0,1,0,0,0,0,0,0,0
2882,3000,0,0,1,0.05553739218216974,0,0.0001,0,0,1,0,0,0,0,0,0,0
2883,3000,0,0,1,-0.13101452488541138,0,0.0001,0,0,1,0,0,0,0,0,0,0
2884,3000,0,0,1,0.02220717064044786,0,0.0001,0,0,1,0,0,0,0,0,0,0
2885,3000,0,0,1,-0.04754721182374916,0,0.0001,0,0,1,0,0,0,0,0,0,0
2886,3000,0,0,1,0.06818209559579486,0,0.0001,0,0,1,0,0,0,0,0,0,0
2887,3000,0,0,1,0.1495395124078146,0,0.0001,0,0,1,0,0,0,0,0,0,0
2888,3000,0,0,1,0.0015642516507227144,0,0.0001,0,0,1,0,0,0,0,0,0,0
2889,3000,0,0,1,-0.1877815481201387,0,0.0001,0,0,1,0,0,0,0,0,0,0
2890,3000,0,0,1,-0.14605411045729377,0,0.0001,0,0,1,0,0,0,0,0,0,0
2891,3000,0,0,1,0.17813200390896705,0,0.0001,0,0,1,0,0,0,0,0,0,0
2892,3000,0,0,1,0.20677527537550422,0,0.0001,0,0,1,0,0,0,0,0,0,0
2893,3000,0,0,1,-0.1741317063707401,0,0.0001,0,0,1,0,0,0,0,0,0,0
2894,3000,0,0,1,0.17817007331246937,0,0.0001,0,0,1,0,0,0,0,0,0,0
2895,3000,0,0,1,-0.06373936117111523,0,0.0001,0,0,1,0,0,0,0,0,0,0
2896,3000,0,0,1,0.24390814304142,0,0.0001,0,0,1,0,0,0,0,0,0,0
2897,3000,0,0,1,-0.03210098013346163,0,0.0001,0,0,1,0,0,0,0,0,0,0
2898,3000,0,0,1,-0.09430412267843152,0,0.0001,0,0,1,0,0,0,0,0,0,0
2899,3000,0,0,1,-0.004821853135583087,0,0.0001,0,0,1,0,0,0,0,0,0,0
2900,3000,0,0,1,0.2062287837248486,0,0.0001,0,0,1,0,0,0,0,0,0,0
2901,3000,0,0,1,-0.19795349900646148,0,0.0001,0,0,1,0,0,0,0,0,0,0
2902,3000,0,0,1,-0.21692061520171269,0,0.0001,0,0,1,0,0,0,0,0,0,0
2903,3000,0,0,1,0.007159502985897903,0,0.0001,0,0,1,0,0,0,0,0,0,0
2904,3000,0,0,1,-0.11554644525964836,0,0.0001,0,0,1,0,0,0,0,0,0,0
2905,3000,0,0,1,0.23212027406735164,0,0.0001,0,0,1,0,0,0,0,0,0,0
2906,3000,0,0,1,0.021803007530597218,0,0.0001,0,0,1,0,0,0,0,0,0,0
2907,3000,0,0,1,0.10276594644826847,0,0.0001,0,0,1,0,0,0,0,0,0,0
2908,3000,0,0,1,-0.17767149407066435,0,0.0001,0,0,1,0,0,0,0,0,0,0
2909,3000,0,0,1,-0.10283024275510394,0,0.0001,0,0,1,0,0,0,0,0,0,0
2910,3000,0,0,1,-0.24350448866586888,0,0.0001,0,0,1,0,0,0,0,0,0,0
2911,3000,0,0,1,0.061173878102503076,0,0.0001,0,0,1,0,0,0,0,0,0,0
2912,3000,0,0,1,-0.09484567904440594,0,0.0001,0,0,1,0,0,0,0,0,0,0
2913,3000,0,0,1,-0.20626332744434828,0,0.0001,0,0,1,0,0,0,0,0,0,0
2914,3000,0,0,1,0.0706961070892092,0,0.0001,0,0,1,0,0,0,0,0,0,0
2915,3000,0,0,1,0.0942194005584468,0,0.0001,0,0,1,0,0,0,0,0,0,0
2916,3000,0,0,1,0.19180396120696735,0,0.0001,0,0,1,0,0,0,0,0,0,0
2917,3000,0,0,1,-0.05987057085298786,0,0.0001,0,0,1,0,0,0,0,0,0,0
2918,3000,0,0,1,0.042063701643207385,0,0.0001,0,0,1,0,0,0,0,0,0,0
2919,3000,0,0,1,0.025680702733593852,0,0.0001,0,0,1,0,0,0,0,0,0,0
2920,3000,0,0,1,-0.11727044859058555,0,0.0001,0,0,1,0,0,0,0,0,0,0
2921,3000,0,0,1,-0.24882237659075668,0,0.0001,0,0,1,0,0,0,0,0,0,0
2922,3000,0,0,1,0.04807540474607852,0,0.0001,0,0,1,0,0,0,0,0,0,0
2923,3000,0,0,1,0.18331790239416224,0,0.0001,0,0,1,0,0,0,0,0,0,0
2924,3000,0,0,1,0.22165946500443456,0,0.0001,0,0,1,0,0,0,0,0,0,0
2925,3000,0,0,1,-0.17872475770555535,0,0.0001,0,0,1,0,0,0,0,0,0,0
2926,3000,0,0,1,0.043372005313984385,0,0.0001,0,0,1,0,0,0,0,0,0,0
2927,3000,0,0,1,0.07484948356316601,0,0.0001,0,0,1,0,0,0,0,0,0,0
2928,3000,0,0,1,-0.05525921165450526,0,0.0001,0,0,1,0,0,0,0,0,0,0
2929,3000,0,0,1,0.077459365734934,0,0.0001,0,0,1,0,0,0,0,0,0,0
2930,3000,0,0,1,-0.19407560020076015,0,0.0001,0,0,1,0,0,0,0,0,0,0
2931,3000,0,0,1,-0.2134452063788767,0,0.0001,0,0,1,0,0,0,0,0,0,0
2932,3000,0,0,1,-0.18530638889778428,0,0.0001,0,0,1,0,0,0,0,0,0,0
2933,3000,0,0,1,-0.20431814787610886,0,0.0001,0,0,1,0,0,0,0,0,0,0
2934,3000,0,0,1,-0.035492272381053624,0,0.0001,0,0,1,0,0,0,0,0,0,0
2935,3000,0,0,1,0.09149403627753167,0,0.0001,0,0,1,0,0,0,0,0,0,0
2936,3000,0,0,1,0.08358146767295682,0,0.0001,0,0,1,0,0,0,0,0,0,0
2937,3000,0,0,1,-0.13636829389764582,0,0.0001,0,0,1,0,0,0,0,0,0,0
2938,3000,0,0,1,0.04817858337535558,0,0.0001,0,0,1,0,0,0,0,0,0,0
2939,3000,0,0,1,0.23037158411704667,0,0.0001,0,0,1,0,0,0,0,0,0,0
2940,3000,0,0,1,-0.0202220799424484,0,0.0001,0,0,1,0,0,0,0,0,0,0
2941,3000,0,0,1,0.18566002542422538,0,0.0001,0,0,1,0,0,0,0,0,0,0
2942,3000,0,0,1,0.18160682104479964,0,0.0001,0,0,1,0,0,0,0,0,0,0
2943,3000,0,0,1,0.018823296281590574,0,0.0001,0,0,1,0,0,0,0,0,0,0
2944,3000,0,0,1,-0.06379422137185403,0,0.0001,0,0,1,0,0,0,0,0,0,0
2945,3000,0,0,1,-0.16739748883462813,0,0.0001,0,0,1,0,0,0,0,0,0,0
2946,3000,0,0,1,-0.22013976348196967,0,0.0001,0,0,1,0,0,0,0,0,0,0
2947,3000,0,0,1,0.20271348166167408,0,0.0001,0,0,1,0,0,0,0,0,0,0
2948,3000,0,0,1,0.08830466835657069,0,0.0001,0,0,1,0,0,0,0,0,0,0
2949,3000,0,0,1,0.1931600204980839,0,0.0001,0,0,1,0,0,0,0,0,0,0
2950,3000,0,0,1,0.24732333492463365,0,0.0001,0,0,1,0,0,0,0,0,0,0
2951,3000,0,0,1,-0.20038480127868713,0,0.0001,0,0,1,0,0,0,0,0,0,0
2952,3000,0,0,1,-0.12711719324603837,0,0.0001,0,0,1,0,0,0,0,0,0,0
2953,3000,0,0,1,0.10912510794611352,0,0.0001,0,0,1,0,0,0,0,0,0,0
2954,3000,0,0,1,0.22935068047101365,0,0.0001,0,0,1,0,0,0,0,0,0,0
2955,3000,0,0,1,-0.1914712836222019,0,0.0001,0,0,1,0,0,0,0,0,0,0
2956,3000,0,0,1,0.1872582730122519,0,0.0001,0,0,1,0,0,0,0,0,0,0
2957,3000,0,0,1,0.11153033998708634,0,0.0001,0,0,1,0,0,0,0,0,0,0
2958,3000,0,0,1,0.09674719792247088,0,0.0001,0,0,1,0,0,0,0,0,0,0
2959,3000,0,0,1,0.1377864725869421,0,0.0001,0,0,1,0,0,0,0,0,0,0
2960,3000,0,0,1,-0.01678117391866807,0,0.0001,0,0,1,0,0,0,0,0,0,0
2961,3000,0,0,1,0.08307452067962318,0,0.0001,0,0,1,0,0,0,0,0,0,0
2962,3000,0,0,1,0.22014650925103857,0,0.0001,0,0,1,0,0,0,0,0,0,0
2963,3000,0,0,1,0.1465294769934895,0,0.0001,0,0,1,0,0,0,0,0,0,0
2964,3000,0,0,1,-0.2418557512672314,0,0.0001,0,0,1,0,0,0,0,0,0,0
2965,3000,0,0,1,-0.13437767647437643,0,0.0001,0,0,1,0,0,0,0,0,0,0
2966,3000,0,0,1,-0.11872813807413402,0,0.0001,0,0,1,0,0,0,0,0,0,0
2967,3000,0,0,1,-0.002902120822542431,0,0.0001,0,0,1,0,0,0,0,0,0,0
2968,3000,0,0,1,-0.11167457304698164,0,0.0001,0,0,1,0,0,0,0,0,0,0
2969,3000,0,0,1,-0.037351911697069085,0,0.0001,0,0,1,0,0,0,0,0,0,0
2970,3000,0,0,1,0.13285334244932973,0,0.0001,0,0,1,0,0,0,0,0,0,0
2971,3000,0,0,1,0.1379367942544742,0,0.0001,0,0,1,0,0,0,0,0,0,0
2972,3000,0,0,1,0.19470112588039334,0,0.0001,0,0,1,0,0,0,0,0,0,0
2973,3000,0,0,1,-0.0772387496130878,0,0.0001,0,0,1,0,0,0,0,0,0,0
2974,3000,0,0,1,0.12606706513166244,0,0.0001,0,0,1,0,0,0,0,0,0,0
2975,3000,0,0,1,0.12071529320998908,0,0.0001,0,0,1,0,0,0,0,0,0,0
2976,3000,0,0,1,-0.2296884617671739,0,0.0001,0,0,1,0,0,0,0,0,0,0
2977,3000,0,0,1,-0.019839058781806085,0,0.0001,0,0,1,0,0,0,0,0,0,0
2978,3000,0,0,1,0.21079976632095382,0,0.0001,0,0,1,0,0,0,0,0,0,0
2979,3000,0,0,1,-0.0038680687896003874,0,0.0001,0,0,1,0,0,0,0,0,0,0
2980,3000,0,0,1,-0.11051557460623102,0,0.0001,0,0,1,0,0,0,0,0,0,0
2981,3000,0,0,1,-0.11806588948877644,0,0.0001,0,0,1,0,0,0,0,0,0,0
2982,3000,0,0,1,0.23271270980851927,0,0.0001,0,0,1,0,0,0,0,0,0,0
2983,3000,0,0,1,0.09454129672651407,0,0.0001,0,0,1,0,0,0,0,0,0,0
2984,3000,0,0,1,0.04573745654318895,0,0.0001,0,0,1,0,0,0,0,0,0,0
2985,3000,0,0,1,0.08415181663234272,0,0.0001,0,0,1,0,0,0,0,0,0,0
2986,3000,0,0,1,-0.12116263244295233,0,0.0001,0,0,1,0,0,0,0,0,0,0
2987,3000,0,0,1,-0.23489251356873248,0,0.0001,0,0,1,0,0,0,0,0,0,0
2988,3000,0,0,1,-0.021757593587063362,0,0.0001,0,0,1,0,0,0,0,0,0,0
2989,3000,0,0,1,-0.20990889342090513,0,0.0001,0,0,1,0,0,0,0,0,0,0
2990,3000,0,0,1,0.08641649918150557,0,0.0001,0,0,1,0,0,0,0,0,0,0
2991,3000,0,0,1,-0.11807379655623274,0,0.0001,0,0,1,0,0,0,0,0,0,0
2992,3000,0,0,1,-0.0426920598320053,0,0.0001,0,0,1,0,0,0,0,0,0,0
2993,3000,0,0,1,0.17966437574993926,0,0.0001,0,0,1,0,0,0,0,0,0,0
2994,3000,0,0,1,0.005250362800584607,0,0.0001,0,0,1,0,0,0,0,0,0,0
2995,3000,0,0,1,0.04990965479965781,0,0.0001,0,0,1,0,0,0,0,0,0,0
2996,3000,0,0,1,0.04138177071810717,0,0.0001,0,0,1,0,0,0,0,0,0,0
2997,3000,0,0,1,-0.15857565228783627,0,0.0001,0,0,1,0,0,0,0,0,0,0
2998,3000,0,0,1,-0.08937232494823033,0,0.0001,0,0,1,0,0,0,0,0,0,0
2999,3000,0,0,1,-0.23939779399446143,0,0.0001,0,0,1,0,0,0,0,0,0,0
3000,3000,0,0,1,0.19900560500908615,0,0.0001,0,0,1,0,0,0,0,0,0,0
3001,3000,0,0,1,0.14111161643245657,0,0.0001,0,0,1,0,0,0,0,0,0,0
3002,3000,0,0,1,-0.060318570961063356,0,0.0001,0,0,1,0,0,0,0,0,0,0
3003,3000,0,0,1,0.24690685715699018,0,0.0001,0,0,1,0,0,0,0,0,0,0
3004,3000,0,0,1,-0.025010221876010874,0,0.0001,0,0,1,0,0,0,0,0,0,0
3005,3000,0,0,1,0.10330486854407778,0,0.0001,0,0,1,0,0,0,0,0,0,0
3006,3000,0,0,1,-0.03760803398006385,0,0.0001,0,0,1,0,0,0,0,0,0,0
3007,3000,0,0,1,0.036546494985023714,0,0.0001,0,0,1,0,0,0,0,0,0,0
3008,3000,0,0,1,-0.027250052646960343,0,0.0001,0,0,1,0,0,0,0,0,0,0
3009,3000,0,0,1,-0.029897431628518933,0,0.0001,0,0,1,0,0,0,0,0,0,0
3010,3000,0,0,1,-0.04685894130370011,0,0.0001,0,0,1,0,0,0,0,0,0,0
3011,3000,0,0,1,-0.1669761307762897,0,0.0001,0,0,1,0,0,0,0,0,0,0
3012,3000,0,0,1,0.17855301595705048,0,0.0001,0,0,1,0,0,0,0,0,0,0
3013,3000,0,0,1,0.17481211557994075,0,0.0001,0,0,1,0,0,0,0,0,0,0
3014,3000,0,0,1,0.06968942269302886,0,0.0001,0,0,1,0,0,0,0,0,0,0
3015,3000,0,0,1,0.11528000608957495,0,0.0001,0,0,1,0,0,0,0,0,0,0
3016,3000,0,0,1,0.1444772702280036,0,0.0001,0,0,1,0,0,0,0,0,0,0
3017,3000,0,0,1,0.05477874563769081,0,0.0001,0,0,1,0,0,0,0,0,0,0
3018,3000,0,0,1,0.03638301579230746,0,0.0001,0,0,1,0,0,0,0,0,0,0
3019,3000,0,0,1,0.18864898331309043,0,0.0001,0,0,1,0,0,0,0,0,0,0
3020,3000,0,0,1,0.01265611820663487,0,0.0001,0,0,1,0,0,0,0,0,0,0
3021,3000,0,0,1,-0.16517741942313746,0,0.0001,0,0,1,0,0,0,0,0,0,0
3022,3000,0,0,1,-0.10801694912165272,0,0.0001,0,0,1,0,0,0,0,0,0,0
3023,3000,0,0,1,0.23594986238835386,0,0.0001,0,0,1,0,0,0,0,0,0,0
3024,3000,0,0,1,0.10594004884538649,0,0.0001,0,0,1,0,0,0,0,0,0,0
3025,3000,0,0,1,-0.21871298664753352,0,0.0001,0,0,1,0,0,0,0,0,0,0
3026,3000,0,0,1,0.09508760226144192,0,0.0001,0,0,1,0,0,0,0,0,0,0
3027,3000,0,0,1,0.08813798470457257,0,0.0001,0,0,1,0,0,0,0,0,0,0
3028,3000,0,0,1,-0.12950633114442517,0,0.0001,0,0,1,0,0,0,0,0,0,0
3029,3000,0,0,1,0.11866491098335591,0,0.0001,0,0,1,0,0,0,0,0,0,0
3030,3000,0,0,1,-0.04409633713470895,0,0.0001,0,0,1,0,0,0,0,0,0,0
3031,3000,0,0,1,-0.12527539285394013,0,0.0001,0,0,1,0,0,0,0,0,0,0
3032,3000,0,0,1,0.16308371869405192,0,0.0001,0,0,1,0,0,0,0,0,0,0
3033,3000,0,0,1,0.05337647029825815,0,0.0001,0,0,1,0,0,0,0,0,0,0
3034,3000,0,0,1,0.07245278567831182,0,0.0001,0,0,1,0,0,0,0,0,0,0
3035,3000,0,0,1,0.11583753174637784,0,0.0001,0,0,1,0,0,0,0,0,0,0
3036,3000,0,0,1,-0.23037389150074677,0,0.0001,0,0,1,0,0,0,0,0,0,0
3037,3000,0,0,1,0.07672188150531406,0,0.0001,0,0,1,0,0,0,0,0,0,0
3038,3000,0,0,1,0.1824458917277173,0,0.0001,0,0,1,0,0,0,0,0,0,0
3039,3000,0,0,1,0.029893061583775027,0,0.0001,0,0,1,0,0,0,0,0,0,0
3040,3000,0,0,1,-0.007451930636242332,0,0.0001,0,0,1,0,0,0,0,0,0,0
3041,3000,0,0,1,0.19328303936574137,0,0.0001,0,0,1,0,0,0,0,0,0,0
3042,3000,0,0,1,-0.1361941318265873,0,0.0001,0,0,1,0,0,0,0,0,0,0
3043,3000,0,0,1,-0.14290094067145515,0,0.0001,0,0,1,0,0,0,0,0,0,0
3044,3000,0,0,1,0.023699903858779903,0,0.0001,0,0,1,0,0,0,0,0,0,0
3045,3000,0,0,1,0.11800533989861911,0,0.0001,0,0,1,0,0,0,0,0,0,0
3046,3000,0,0,1,-0.007300046396463977,0,0.0001,0,0,1,0,0,0,0,0,0,0
3047,3000,0,0,1,0.06542283008230365,0,0.0001,0,0,1,0,0,0,0,0,0,0
3048,3000,0,0,1,-0.10554953475713663,0,0.0001,0,0,1,0,0,0,0,0,0,0
3049,3000,0,0,1,-0.16717757153781265,0,0.0001,0,0,1,0,0,0,0,0,0,0
3050,3000,0,0,1,0.20286267799632807,0,0.0001,0,0,1,0,0,0,0,0,0,0
3051,3000,0,0,1,0.0844845925772601,0,0.0001,0,0,1,0,0,0,0,0,0,0
3052,3000,0,0,1,0.016157430398105854,0,0.0001,0,0,1,0,0,0,0,0,0,0
3053,3000,0,0,1,0.08793598644432687,0,0.0001,0,0,1,0,0,0,0,0,0,0
3054,3000,0,0,1,-0.20734204603758222,0,0.0001,0,0,1,0,0,0,0,0,0,0
3055,3000,0,0,1,-0.09747963447227281,0,0.0001,0,0,1,0,0,0,0,0,0,0
3056,3000,0,0,1,0.18147349992306405,0,0.0001,0,0,1,0,0,0,0,0,0,0
3057,3000,0,0,1,0.1468936430690752,0,0.0001,0,0,1,0,0,0,0,0,0,0
3058,3000,0,0,1,-0.1829192382781461,0,0.0001,0,0,1,0,0,0,0,0,0,0
3059,3000,0,0,1,0.14148687518926423,0,0.0001,0,0,1,0,0,0,0,0,0,0
3060,3000,0,0,1,-0.23404318361219734,0,0.0001,0,0,1,0,0,0,0,0,0,0
3061,3000,0,0,1,0.20757317745093218,0,0.0001,0,0,1,0,0,0,0,0,0,0
3062,3000,0,0,1,0.16324514747538793,0,0.0001,0,0,1,0,0,0,0,0,0,0
3063,3000,0,0,1,0.04484361201284992,0,0.0001,0,0,1,0,0,0,0,0,0,0
3064,3000,0,0,1,0.12448356816073508,0,0.0001,0,0,1,0,0,0,0,0,0,0
3065,3000,0,0,1,0.0011136028159361433,0,0.0001,0,0,1,0,0,0,0,0,0,0
3066,3000,0,0,1,0.11378149821763456,0,0.0001,0,0,1,0,0,0,0,0,0,0
3067,3000,0,0,1,0.09251364981612231,0,0.0001,0,0,1,0,0,0,0,0,0,0
3068,3000,0,0,1,0.06597487985047162,0,0.0001,0,0,1,0,0,0,0,0,0,0
3069,3000,0,0,1,0.1169476141858749,0,0.0001,0,0,1,0,0,0,0,0,0,0
3070,3000,0,0,1,0.2304657874344525,0,0.0001,0,0,1,0,0,0,0,0,0,0
3071,3000,0,0,1,-0.10696334017744163,0,0.0001,0,0,1,0,0,0,0,0,0,0
3072,3000,0,0,1,0.028036593124104503,0,0.0001,0,0,1,0,0,0,0,0,0,0
3073,3000,0,0,1,0.18831380774007345,0,0.0001,0,0,1,0,0,0,0,0,0,0
3074,3000,0,0,1,0.24520882696624924,0,0.0001,0,0,1,0,0,0,0,0,0,0
3075,3000,0,0,1,0.024827958212256418,0,0.0001,0,0,1,0,0,0,0,0,0,0
3076,3000,0,0,1,-0.18516907808706295,0,0.0001,0,0,1,0,0,0,0,0,0,0
3077,3000,0,0,1,-0.15111806430604802,0,0.0001,0,0,1,0,0,0,0,0,0,0
3078,3000,0,0,1,0.09191789825760754,0,0.0001,0,0,1,0,0,0,0,0,0,0
3079,3000,0,0,1,-0.17646387180572604,0,0.0001,0,0,1,0,0,0,0,0,0,0
3080,3000,0,0,1,-0.11605427824182968,0,0.0001,0,0,1,0,0,0,0,0,0,0
3081,3000,0,0,1,0.10125493902691535,0,0.0001,0,0,1,0,0,0,0,0,0,0
3082,3000,0,0,1,-0.0902162105858586,0,0.0001,0,0,1,0,0,0,0,0,0,0
3083,3000,0,0,1,0.12939878391931575,0,0.0001,0,0,1,0,0,0,0,0,0,0
3084,3000,0,0,1,0.06740950588262468,0,0.0001,0,0,1,0,0,0,0,0,0,0
3085,3000,0,0,1,-0.18785267331073463,0,0.0001,0,0,1,0,0,0,0,0,0,0
3086,3000,0,0,1,0.07300201495115516,0,0.0001,0,0,1,0,0,0,0,0,0,0
3087,3000,0,0,1,-0.0401566890593586,0,0.0001,0,0,1,0,0,0,0,0,0,0
3088,3000,0,0,1,-0.19088443655223347,0,0.0001,0,0,1,0,0,0,0,0,0,0
3089,3000,0,0,1,0.16153187959593834,0,0.0001,0,0,1,0,0,0,0,0,0,0
3090,3000,0,0,1,0.1032721950324032,0,0.0001,0,0,1,0,0,0,0,0,0,0
3091,3000,0,0,1,0.16447221094761683,0,0.0001,0,0,1,0,0,0,0,0,0,0
3092,3000,0,0,1,0.08774222352423999,0,0.0001,0,0,1,0,0,0,0,0,0,0
3093,3000,0,0,1,0.19082297141398752,0,0.0001,0,0,1,0,0,0,0,0,0,0
3094,3000,0,0,1,-0.03938752271716167,0,0.0001,0,0,1,0,0,0,0,0,0,0
3095,3000,0,0,1,0.1411205520950089,0,0.0001,0,0,1,0,0,0,0,0,0,0
3096,3000,0,0,1,-0.009611757189650572,0,0.0001,0,0,1,0,0,0,0,0,0,0
3097,3000,0,0,1,0.21805314030993628,0,0.0001,0,0,1,0,0,0,0,0,0,0
3098,3000,0,0,1,-0.22525920539815847,0,0.0001,0,0,1,0,0,0,0,0,0,0
3099,3000,0,0,1,-0.14078413097924664,0,0.0001,0,0,1,0,0,0,0,0,0,0
3100,3000,0,0,1,-0.07415504213940394,0,0.0001,0,0,1,0,0,0,0,0,0,0
3101,3000,0,0,1,-0.12581573670043944,0,0.0001,0,0,1,0,0,0,0,0,0,0
3102,3000,0,0,1,-0.1563362028251125,0,0.0001,0,0,1,0,0,0,0,0,0,0
3103,3000,0,0,1,0.16704160631624454,0,0.0001,0,0,1,0,0,0,0,0,0,0
3104,3000,0,0,1,0.16333660584120802,0,0.0001,0,0,1,0,0,0,0,0,0,0
3105,3000,0,0,1,-0.011661016892111187,0,0.0001,0,0,1,0,0,0,0,0,0,0
3106,3000,0,0,1,-0.045002784355498315,0,0.0001,0,0,1,0,0,0,0,0,0,0
3107,3000,0,0,1,0.17561034315461266,0,0.0001,0,0,1,0,0,0,0,0,0,0
3108,3000,0,0,1,-0.20072367010201148,0,0.0001,0,0,1,0,0,0,0,0,0,0
3109,3000,0,0,1,-0.09509730743055106,0,0.0001,0,0,1,0,0,0,0,0,0,0
3110,3000,0,0,1,-0.20102349798970598,0,0.0001,0,0,1,0,0,0,0,0,0,0
3111,3000,0,0,1,-0.14358436515695427,0,0.0001,0,0,1,0,0,0,0,0,0,0
3112,3000,0,0,1,-0.043506576167603395,0,0.0001,0,0,1,0,0,0,0,0,0,0
3113,3000,0,0,1,-0.04526224322942313,0,0.0001,0,0,1,0,0,0,0,0,0,0
3114,3000,0,0,1,-0.08066258882951677,0,0.0001,0,0,1,0,0,0,0,0,0,0
3115,3000,0,0,1,0.17304352598740075,0,0.0001,0,0,1,0,0,0,0,0,0,0
3116,3000,0,0,1,0.21797413443051938,0,0.0001,0,0,1,0,0,0,0,0,0,0
3117,3000,0,0,1,0.03897587588772472,0,0.0001,0,0,1,0,0,0,0,0,0,0
3118,3000,0,0,1,0.00047446553762287014,0,0.0001,0,0,1,0,0,0,0,0,0,0
3119,3000,0,0,1,-0.011534733682088016,0,0.0001,0,0,1,0,0,0,0,0,0,0
3120,3000,0,0,1,-0.06681724801444372,0,0.0001,0,0,1,0,0,0,0,0,0,0
3121,3000,0,0,1,0.22003288143520722,0,0.0001,0,0,1,0,0,0,0,0,0,0
3122,3000,0,0,1,-0.19998990507327957,0,0.0001,0,0,1,0,0,0,0,0,0,0
3123,3000,0,0,1,0.12390378633887411,0,0.0001,0,0,1,0,0,0,0,0,0,0
3124,3000,0,0,1,0.033185664931087266,0,0.0001,0,0,1,0,0,0,0,0,0,0
3125,3000,0,0,1,-0.025257803364537645,0,0.0001,0,0,1,0,0,0,0,0,0,0
3126,3000,0,0,1,-0.07978587371111528,0,0.0001,0,0,1,0,0,0,0,0,0,0
3127,3000,0,0,1,0.15292205538132747,0,0.0001,0,0,1,0,0,0,0,0,0,0
3128,3000,0,0,1,0.19565428184848022,0,0.0001,0,0,1,0,0,0,0,0,0,0
3129,3000,0,0,1,0.14280947427500917,0,0.0001,0,0,1,0,0,0,0,0,0,0
3130,3000,0,0,1,0.21917096967782185,0,0.0001,0,0,1,0,0,0,0,0,0,0
3131,3000,0,0,1,0.24871575599410556,0,0.0001,0,0,1,0,0,0,0,0,0,0
3132,3000,0,0,1,0.22856557517825216,0,0.0001,0,0,1,0,0,0,0,0,0,0
3133,3000,0,0,1,0.20857582612085157,0,0.0001,0,0,1,0,0,0,0,0,0,0
3134,3000,0,0,1,-0.16416155226793488,0,0.0001,0,0,1,0,0,0,0,0,0,0
3135,3000,0,0,1,0.20379092883166305,0,0.0001,0,0,1,0,0,0,0,0,0,0
3136,3000,0,0,1,0.1836076157724611,0,0.0001,0,0,1,0,0,0,0,0,0,0
3137,3000,0,0,1,0.15524253215251038,0,0.0001,0,0,1,0,0,0,0,0,0,0
3138,3000,0,0,1,0.09584295154058597,0,0.0001,0,0,1,0,0,0,0,0,0,0
3139,3000,0,0,1,0.1897345462387408,0,0.0001,0,0,1,0,0,0,0,0,0,0
3140,3000,0,0,1,0.017860944218538122,0,0.0001,0,0,1,0,0,0,0,0,0,0
3141,3000,0,0,1,-0.1417274263335878,0,0.0001,0,0,1,0,0,0,0,0,0,0
3142,3000,0,0,1,-0.23246037236115186,0,0.0001,0,0,1,0,0,0,0,0,0,0
3143,3000,0,0,1,-0.03515927748546355,0,0.0001,0,0,1,0,0,0,0,0,0,0
3144,3000,0,0,1,-0.22787219330997655,0,0.0001,0,0,1,0,0,0,0,0,0,0
3145,3000,0,0,1,0.17116097682816306,0,0.0001,0,0,1,0,0,0,0,0,0,0
3146,3000,0,0,1,-0.1415947091113351,0,0.0001,0,0,1,0,0,0,0,0,0,0
3147,3000,0,0,1,0.21594709002893397,0,0.0001,0,0,1,0,0,0,0,0,0,0
3148,3000,0,0,1,-0.16319498024523754,0,0.0001,0,0,1,0,0,0,0,0,0,0
3149,3000,0,0,1,-0.13213746816797406,0,0.0001,0,0,1,0,0,0,0,0,0,0
3150,3000,0,0,1,-0.21709679923566594,0,0.0001,0,0,1,0,0,0,0,0,0,0
3151,3000,0,0,1,0.19004095655199482,0,0.0001,0,0,1,0,0,0,0,0,0,0
3152,3000,0,0,1,-0.024032908908933337,0,0.0001,0,0,1,0,0,0,0,0,0,0
3153,3000,0,0,1,-0.1615953041393401,0,0.0001,0,0,1,0,0,0,0,0,0,0
3154,3000,0,0,1,0.005394700163362465,0,0.0001,0,0,1,0,0,0,0,0,0,0
3155,3000,0,0,1,-0.08816452043716622,0,0.0001,0,0,1,0,0,0,0,0,0,0
3156,3000,0,0,1,0.07369496166232492,0,0.0001,0,0,1,0,0,0,0,0,0,0
3157,3000,0,0,1,-0.20168035765033326,0,0.0001,0,0,1,0,0,0,0,0,0,0
3158,3000,0,0,1,-0.195965990277172,0,0.0001,0,0,1,0,0,0,0,0,0,0
3159,3000,0,0,1,-0.15927956931487947,0,0.0001,0,0,1,0,0,0,0,0,0,0
3160,3000,0,0,1,-0.20468147719918095,0,0.0001,0,0,1,0,0,0,0,0,0,0
3161,3000,0,0,1,-0.17372501458070155,0,0.0001,0,0,1,0,0,0,0,0,0,0
3162,3000,0,0,1,-0.1855947604913638,0,0.0001,0,0,1,0,0,0,0,0,0,0
3163,3000,0,0,1,0.241431060720615,0,0.0001,0,0,1,0,0,0,0,0,0,0
3164,3000,0,0,1,-0.019309050027058017,0,0.0001,0,0,1,0,0,0,0,0,0,0
3165,3000,0,0,1,0.24317493553205072,0,0.0001,0,0,1,0,0,0,0,0,0,0
